t,x_true,y_true,psi,v,a_cmd,omega_cmd,x_meas,y_meas
62.1,-0.4809420843301016,-1.689549967133111,-85.24312313165967,5.0,0.0,-2.8559933214452755,-0.05704579007602828,-1.4609580103991333
62.2,-0.937461782782008,-1.4856142789238604,-85.5287224638042,5.0,0.0,-2.855993321445247,-0.5312622905377595,-0.5547901562750274
62.300000000000004,-1.3180339028928119,-1.1613229571245132,-85.81432179594873,5.0,0.0,-2.855993321445247,-1.290296737648071,-1.0874578144394835
62.400000000000006,-1.5918267548406833,-0.7429481559925006,-86.09992112809326,5.0,0.0,-2.855993321445247,-2.302100238336778,-0.36637107046732836
62.5,-1.7366592700695929,-0.2643841137447909,-86.38552046023779,5.0,0.0,-2.855993321445247,-1.9617178186013062,-0.22450980874987214
62.6,-1.7407979795478283,0.23559875704565408,-86.67111979238231,5.0,0.0,-2.855993321445247,-2.4646496192482013,0.6358439122431514
62.7,-1.6039075896473158,0.7164948177000181,-86.95671912452684,5.0,0.0,-2.855993321445247,-2.0628766321521175,0.45279793606231966
62.800000000000004,-1.3370781456392993,1.1393447293830796,-87.24231845667137,5.0,0.0,-2.855993321445247,-1.2129095033804975,1.8259940082871329
62.900000000000006,-0.9619265821815024,1.4698917070355315,-87.5279177888159,5.0,0.0,-2.855993321445247,-1.0021575788506065,1.0525030203446288
63.0,-0.5088454478330204,1.6813568003665418,-87.81351712096043,5.0,0.0,-2.855993321445247,-0.3713698108588922,1.5138204987608286
63.1,-0.01454068152150867,1.756608365145766,-88.09911645310495,5.0,0.0,-2.855993321445247,-0.1487922214064206,2.7584630157887133
63.2,0.4809420843301122,1.6895499671330796,-88.38471578524948,5.0,0.0,-2.855993321445247,0.6927807798353343,2.5024649949019313
63.300000000000004,0.937461782782015,1.4856142789238211,-88.67031511739401,5.0,0.0,-2.855993321445247,1.2536636722535832,1.364962175719328
63.400000000000006,1.3180339028928132,1.1613229571244672,-88.95591444953854,5.0,0.0,-2.855993321445247,0.8908194846556172,1.5620540938388818
63.5,1.5918267548406773,0.7429481559924499,-89.24151378168307,5.0,0.0,-2.855993321445247,1.4899221599739556,1.322641334500384
63.6,1.7366592700695784,0.26438411374473764,-89.5271131138276,5.0,0.0,-2.855993321445247,1.6301633741136812,0.9067205109827676
63.7,1.740797979547805,-0.23559875704570743,-89.81271244597212,5.0,0.0,-2.8559933214452755,1.8818348175198574,-0.7569946607537545
63.800000000000004,1.603907589647284,-0.716494817700069,-90.09831177811665,5.0,0.0,-2.8559933214452613,1.2641750095420137,-1.0464657283314072
63.900000000000006,1.3370781456392602,-1.1393447293831256,-90.38391111026118,5.0,0.0,-2.8559933214452613,1.1685083847015374,-0.8020849859640609
64.0,0.9619265821814573,-1.469891707035571,-90.66951044240571,5.0,0.0,-2.8559933214452613,0.0864737959017351,-1.7012990066240137
64.10000000000001,0.5088454478329716,-1.6813568003665733,-90.95510977455024,5.0,0.0,-2.8559933214452613,1.0187686312650996,-2.1725984160472835
64.2,0.014540681521458487,-1.7566083651457889,-91.24070910669477,5.0,0.0,-2.8559933214452613,0.41128486641458384,-0.883951593883328
64.3,-0.48094208433016117,-1.6895499671330936,-91.5263084388393,5.0,0.0,-2.8559933214452613,-0.564004633021772,-0.5908722434665401
64.4,-0.9374617827820603,-1.4856142789238271,-91.81190777098382,5.0,0.0,-2.8559933214452613,-0.8851725794940042,-0.6071347949505221
64.5,-1.3180339028928527,-1.1613229571244665,-92.09750710312835,5.0,0.0,-2.8559933214452613,-0.9686098356143753,-0.7962089038223948
